"user_id","age","gender","education","industry","experimental_condition"
4034,41,"F","Some college","Liberal Arts and Humanities","Most confident"
4035,32,"F","College graduate","Medical and Health Professions","Control"
4036,43,"F","Post-graduate degree","Other","Consensus"
4037,40,"F","Some college","Other","Most recent"
4038,52,"M","College graduate","Business","Most confident"
4039,30,"M","College graduate","Business","Control"
4040,19,"M","Some college","Biological and Biomedical Sciences","Consensus"
4041,52,"F","College graduate","Business","Most recent"
4042,26,"F","Some college","Agriculture","Most confident"
4043,66,"F","College graduate","Education","Control"
4044,30,"F","College graduate","Education","Consensus"
4045,47,"M","Some college","Business","Most recent"
4046,65,"M","Post-graduate degree","Physical Sciences","Most confident"
4047,35,"M","College graduate","Business","Control"
4048,51,"M","Post-graduate degree","Visual and Performing Arts","Consensus"
4049,50,"F","Post-graduate degree","Education","Most recent"
4050,30,"M","Some college","Computer Sciences","Most confident"
4051,25,"M","College graduate","Other","Control"
4052,32,"F","Post-graduate degree","Education","Consensus"
4053,30,"M","Some college","Medical and Health Professions","Most recent"
4054,29,"M","Post-graduate degree","Engineering","Most confident"
4055,28,"M","Some college","Other","Control"
4056,44,"F","College graduate","Other","Consensus"
4057,51,"M","Post-graduate degree","Physical Sciences","Most recent"
4058,34,"M","Vocational training","Physical Sciences","Most confident"
4059,39,"M","Some high school","Other","Control"
4060,38,"F","College graduate","Other","Consensus"
4061,51,"M","College graduate","Computer Sciences","Most recent"
4062,36,"F","Vocational training","Medical and Health Professions","Most confident"
4063,45,"M","College graduate","Visual and Performing Arts","Control"
4064,28,"F","College graduate","Medical and Health Professions","Consensus"
4065,51,"F","Some college","Other","Most recent"
4067,26,"F","College graduate","Computer Sciences","Control"
4068,32,"M","High school graduate","Transportation and Distribution","Consensus"
4069,38,"F","High school graduate","Culinary Arts and Personal Services","Most recent"
4070,30,"F","Vocational training","Medical and Health Professions","Most confident"
4071,22,"M","Some college","Other","Control"
4072,23,"M","Some college","Other","Consensus"
4073,66,"F","Some college","Computer Sciences","Most recent"
4074,28,"F","High school graduate","Business","Most confident"
4075,40,"F","Some college","Business","Control"
4076,41,"F","High school graduate","Other","Consensus"
4077,28,"M","College graduate","Computer Sciences","Most recent"
4078,31,"F","Some college","Business","Most confident"
4080,41,"M","Post-graduate degree","Business","Consensus"
4081,33,"M","Some college","Visual and Performing Arts","Most recent"
4082,43,"F","College graduate","Visual and Performing Arts","Most confident"
4083,54,"M","Some college","Business","Control"
4084,31,"F","Post-graduate degree","Visual and Performing Arts","Consensus"
4085,53,"F","Some college","Legal","Most recent"
4086,30,"F","Some college","Medical and Health Professions","Most confident"
4087,26,"F","College graduate","Education","Control"
4090,25,"F","College graduate","Liberal Arts and Humanities","Most confident"
4092,20,"M","Some college","Biological and Biomedical Sciences","Consensus"
4093,31,"F","College graduate","Medical and Health Professions","Most recent"
4094,27,"M","Vocational training","Business","Most confident"
4095,34,"F","Post-graduate degree","Medical and Health Professions","Control"
4096,25,"M","Some college","Other","Consensus"
4097,41,"M","College graduate","Other","Most recent"
4098,27,"M","Some college","Computer Sciences","Most confident"
4099,22,"M","Some college","Education","Control"
4100,0,"","","","Consensus"
4101,42,"M","Some postgraduate work","Computer Sciences","Most recent"
4102,55,"M","Post-graduate degree","Physical Sciences","Most confident"
4103,33,"F","Some college","Transportation and Distribution","Control"
4104,27,"M","College graduate","Business","Consensus"
4105,24,"M","College graduate","Business","Most recent"
4106,22,"M","Some college","Business","Most confident"
4107,31,"M","High school graduate","Other","Control"
4108,32,"M","College graduate","Physical Sciences","Consensus"
4109,30,"F","Some college","Computer Sciences","Most recent"
4110,50,"M","Some college","Business","Most confident"
4111,55,"F","Some college","Other","Control"
4112,40,"F","College graduate","Business","Consensus"
4114,67,"F","Post-graduate degree","Education","Most confident"
4115,37,"M","College graduate","Other","Control"
4116,34,"F","Some college","Liberal Arts and Humanities","Consensus"
4117,22,"M","Some college","Business","Most recent"
4118,24,"F","High school graduate","Other","Most confident"
4119,44,"M","Some college","Other","Control"
4120,53,"F","High school graduate","Agriculture","Consensus"
4121,52,"F","Some college","Other","Most recent"
4122,27,"M","Some postgraduate work","Psychology","Most confident"
4123,26,"M","College graduate","Other","Control"
4124,25,"F","Some college","Other","Consensus"
4125,39,"F","Some college","Other","Most recent"
4126,27,"M","Post-graduate degree","Legal","Most confident"
4127,23,"F","Some postgraduate work","Education","Control"
4128,33,"F","College graduate","Culinary Arts and Personal Services","Consensus"
4129,47,"M","College graduate","Liberal Arts and Humanities","Most recent"
4130,19,"F","High school graduate","Other","Most confident"
4131,24,"F","College graduate","Biological and Biomedical Sciences","Control"
4132,35,"M","College graduate","Business","Consensus"
4133,51,"F","College graduate","Business","Most recent"
4134,34,"M","Some college","Computer Sciences","Most confident"
4135,21,"M","Some college","Transportation and Distribution","Control"
4136,27,"M","College graduate","Physical Sciences","Consensus"
4137,26,"M","Some college","Mechanic and Repair Technologies","Most recent"
4138,61,"F","High school graduate","Agriculture","Most confident"
4139,37,"F","Vocational training","Other","Control"
4140,55,"M","College graduate","Computer Sciences","Consensus"
4141,26,"F","College graduate","Computer Sciences","Most recent"
4142,56,"M","Some college","Culinary Arts and Personal Services","Most confident"
4143,26,"F","College graduate","Other","Control"
4144,38,"F","Some college","Business","Consensus"
4145,56,"M","College graduate","Other","Most recent"
4147,21,"M","Some college","Computer Sciences","Control"
4148,24,"M","Some postgraduate work","Biological and Biomedical Sciences","Consensus"
4149,30,"M","College graduate","Business","Most recent"
4150,24,"F","High school graduate","Computer Sciences","Most confident"
4152,35,"F","College graduate","Visual and Performing Arts","Consensus"
4153,24,"M","Some college","Other","Most recent"
4154,24,"M","Some college","Business","Most confident"
4155,31,"M","High school graduate","Visual and Performing Arts","Control"
4156,23,"F","Post-graduate degree","Medical and Health Professions","Consensus"
4157,49,"F","College graduate","Medical and Health Professions","Most recent"
4158,37,"M","College graduate","Computer Sciences","Most confident"
4159,66,"M","College graduate","Liberal Arts and Humanities","Control"
4160,48,"M","College graduate","Computer Sciences","Consensus"
4161,25,"F","College graduate","Education","Most recent"
4162,30,"F","Some college","Medical and Health Professions","Most confident"
4163,29,"M","Some college","Business","Control"
4164,26,"F","Some college","Other","Consensus"
4165,25,"F","Post-graduate degree","Engineering","Most recent"
4166,65,"F","Some college","Other","Most confident"
4167,52,"M","Post-graduate degree","Business","Control"
4168,27,"M","Some college","Education","Consensus"
4169,28,"M","College graduate","Computer Sciences","Most recent"
4170,43,"F","Some college","Other","Most confident"
4171,63,"M","Some college","Other","Control"
4172,31,"M","College graduate","Education","Consensus"
4173,60,"M","College graduate","Business","Most recent"
4174,38,"F","College graduate","Liberal Arts and Humanities","Most confident"
4175,46,"M","Some college","Other","Control"
4176,33,"F","High school graduate","Other","Consensus"
4177,27,"M","Some college","Other","Most recent"
4178,39,"F","High school graduate","Other","Most confident"
4180,38,"M","High school graduate","Transportation and Distribution","Consensus"
4182,30,"F","College graduate","Education","Most confident"
4184,43,"F","College graduate","Business","Consensus"
4185,25,"M","Some college","Medical and Health Professions","Most recent"
4186,53,"F","Post-graduate degree","Business","Most confident"
4187,23,"F","Some college","Other","Control"
4188,43,"F","Some college","Communications and Journalism","Consensus"
4189,50,"M","Post-graduate degree","Transportation and Distribution","Most recent"
4190,49,"F","College graduate","Business","Most confident"
4191,30,"F","Some postgraduate work","Education","Control"
4192,24,"F","College graduate","Other","Consensus"
4193,39,"F","College graduate","Computer Sciences","Most recent"
4194,70,"F","Some postgraduate work","Visual and Performing Arts","Most confident"
4195,44,"F","Some college","Legal","Control"
4196,46,"M","Some postgraduate work","Engineering","Consensus"
4197,35,"F","Vocational training","Medical and Health Professions","Most recent"
4198,49,"M","Some college","Visual and Performing Arts","Most confident"
4200,28,"F","Vocational training","Liberal Arts and Humanities","Consensus"
4202,35,"F","Some college","Other","Most confident"
4203,33,"M","Some college","Business","Control"
4204,27,"M","Some college","Other","Consensus"
4205,28,"M","High school graduate","Other","Most recent"
4207,32,"F","Some college","Other","Control"
4209,44,"M","High school graduate","Computer Sciences","Most recent"
4210,33,"M","College graduate","Computer Sciences","Most confident"
4211,26,"F","College graduate","Liberal Arts and Humanities","Control"
4212,25,"F","College graduate","Business","Consensus"
4213,32,"M","College graduate","Agriculture","Most recent"
4214,26,"F","College graduate","Liberal Arts and Humanities","Most confident"
4215,34,"M","College graduate","Business","Control"
4217,54,"F","Vocational training","Other","Most recent"
4218,47,"M","College graduate","Engineering","Most confident"
4219,46,"M","Some college","Transportation and Distribution","Control"
4220,36,"F","Vocational training","Medical and Health Professions","Consensus"
4222,24,"F","Some high school","Other","Most confident"
4223,29,"F","College graduate","Education","Control"
4224,46,"F","Post-graduate degree","Other","Consensus"
4225,22,"M","College graduate","Liberal Arts and Humanities","Most recent"
4226,29,"M","College graduate","Education","Most confident"
4227,34,"M","Some college","Business","Control"
4228,30,"M","College graduate","Other","Consensus"
4229,24,"M","College graduate","Biological and Biomedical Sciences","Most recent"
4230,29,"F","Some college","Other","Most confident"
4231,53,"F","High school graduate","Transportation and Distribution","Control"
4234,33,"M","Some college","Liberal Arts and Humanities","Most confident"
4235,70,"F","Post-graduate degree","Mechanic and Repair Technologies","Control"
4236,31,"M","Some college","Other","Consensus"
4237,23,"M","Some college","Culinary Arts and Personal Services","Most recent"
4238,32,"M","College graduate","Other","Most confident"
4239,22,"M","College graduate","Biological and Biomedical Sciences","Control"
4240,28,"M","Some college","Business","Consensus"
4241,41,"F","Post-graduate degree","Other","Most recent"
4242,30,"M","College graduate","Business","Most confident"
4243,53,"F","Some college","Culinary Arts and Personal Services","Control"
4244,51,"F","Vocational training","Other","Consensus"
4245,29,"M","Some college","Liberal Arts and Humanities","Most recent"
4246,26,"F","Some college","Other","Most confident"
4247,31,"F","Some college","Other","Control"
4249,32,"F","College graduate","Business","Most recent"
4250,53,"F","Some college","Other","Most confident"
4251,28,"M","Post-graduate degree","Business","Control"
4252,30,"F","College graduate","Communications and Journalism","Consensus"
4253,24,"F","Some postgraduate work","Medical and Health Professions","Most recent"
4254,25,"F","Some college","Business","Most confident"
4255,35,"M","High school graduate","Business","Control"
4256,52,"F","High school graduate","Other","Consensus"
4257,23,"F","Some college","Physical Sciences","Most recent"
4258,39,"F","High school graduate","Other","Most confident"
4259,51,"F","College graduate","Other","Control"
4260,30,"M","College graduate","Education","Consensus"
4261,54,"F","College graduate","Business","Most recent"
4262,23,"M","Some college","Computer Sciences","Most confident"
4264,29,"F","Some college","Other","Consensus"
4265,60,"F","Some college","Business","Most recent"
4266,30,"M","High school graduate","Computer Sciences","Most confident"
4267,28,"M","Some college","Engineering","Control"
4268,69,"M","High school graduate","Other","Consensus"
4269,26,"F","College graduate","Education","Most recent"
4270,20,"F","Some college","Visual and Performing Arts","Most confident"
4271,0,"","","","Control"
4275,43,"F","Some college","Other","Control"
4276,28,"M","College graduate","Business","Consensus"
4277,36,"F","Post-graduate degree","Communications and Journalism","Most recent"
4278,32,"F","Some college","Computer Sciences","Most confident"
4279,27,"M","College graduate","Computer Sciences","Control"
4280,21,"M","Some college","Transportation and Distribution","Consensus"
4281,29,"F","College graduate","Visual and Performing Arts","Most recent"
4282,46,"F","College graduate","Computer Sciences","Most confident"
4284,26,"F","High school graduate","Other","Consensus"
4285,37,"F","Some postgraduate work","Other","Most recent"
4286,26,"M","Some college","Computer Sciences","Most confident"
4287,30,"F","College graduate","Other","Control"
4288,20,"M","Some college","Liberal Arts and Humanities","Consensus"
4289,32,"M","Vocational training","Other","Most recent"
4290,32,"F","College graduate","Business","Most confident"
4291,27,"M","Some college","Visual and Performing Arts","Control"
4292,23,"M","High school graduate","Biological and Biomedical Sciences","Consensus"
4293,28,"M","Some college","Other","Most recent"
4295,34,"F","Some college","Other","Control"
4296,31,"F","College graduate","Computer Sciences","Consensus"
4297,33,"F","College graduate","Business","Most recent"
4298,23,"M","Some college","Psychology","Most confident"
4299,29,"F","College graduate","Engineering","Control"
4300,23,"F","Some college","Psychology","Consensus"
4301,54,"M","College graduate","Education","Most recent"
4302,26,"M","Vocational training","Computer Sciences","Most confident"
4303,26,"M","College graduate","Physical Sciences","Control"
4304,30,"F","College graduate","Medical and Health Professions","Consensus"
4305,26,"M","High school graduate","Computer Sciences","Most recent"
4306,40,"M","College graduate","Liberal Arts and Humanities","Most confident"
4308,33,"M","Post-graduate degree","Engineering","Consensus"
4309,31,"M","Post-graduate degree","Other","Most recent"
4310,38,"M","Some college","Computer Sciences","Most confident"
4311,34,"M","College graduate","Other","Control"
4312,38,"F","High school graduate","Other","Consensus"
4313,29,"M","High school graduate","Other","Most recent"
4314,44,"M","College graduate","Computer Sciences","Most confident"
4315,54,"F","Some postgraduate work","Education","Control"
4316,39,"F","Some postgraduate work","Other","Consensus"
4317,42,"M","College graduate","Computer Sciences","Most recent"
4319,38,"F","Some college","Education","Control"
4320,32,"F","Some college","Business","Consensus"
4322,27,"F","Post-graduate degree","Culinary Arts and Personal Services","Most confident"
4323,56,"M","Some college","Business","Control"
4324,52,"F","College graduate","Business","Consensus"
4325,26,"M","Some college","Other","Most recent"
4326,26,"F","Some college","Culinary Arts and Personal Services","Most confident"
4327,32,"F","Some college","Other","Control"
4328,28,"M","High school graduate","Other","Consensus"
4329,28,"M","High school graduate","Other","Most recent"
4330,55,"M","College graduate","Other","Most confident"
4331,30,"F","Vocational training","Other","Control"
4332,30,"M","College graduate","Business","Consensus"
4333,41,"M","Some college","Other","Most recent"
4334,37,"M","Some college","Other","Most confident"
4335,32,"M","High school graduate","Other","Control"
4336,40,"M","High school graduate","Liberal Arts and Humanities","Consensus"
4337,49,"F","College graduate","Other","Most recent"
4338,27,"F","College graduate","Other","Most confident"
4339,42,"M","College graduate","Computer Sciences","Control"
4340,46,"M","Some college","Computer Sciences","Consensus"
4341,24,"F","High school graduate","Other","Most recent"
4343,51,"M","Vocational training","Mechanic and Repair Technologies","Control"
4344,31,"M","College graduate","Transportation and Distribution","Consensus"
4345,36,"F","Vocational training","Computer Sciences","Most recent"
4347,35,"F","College graduate","Medical and Health Professions","Control"
4348,31,"M","College graduate","Business","Consensus"
4349,37,"F","Some college","Business","Most recent"
4352,44,"F","Some college","Medical and Health Professions","Consensus"
4353,34,"M","Some college","Other","Most recent"
4354,29,"M","College graduate","Business","Most confident"
4355,23,"M","College graduate","Biological and Biomedical Sciences","Control"
4357,27,"F","College graduate","Communications and Journalism","Most recent"
4358,26,"M","Some college","Other","Most confident"
4359,22,"M","Some college","Computer Sciences","Control"
4363,34,"M","Some college","Business","Control"
4364,26,"M","College graduate","Computer Sciences","Consensus"
4366,42,"M","High school graduate","Other","Most confident"
4367,27,"M","Some postgraduate work","Psychology","Control"
4368,38,"F","Some college","Business","Consensus"
4369,38,"M","Post-graduate degree","Biological and Biomedical Sciences","Most recent"
4370,34,"F","College graduate","Medical and Health Professions","Most confident"
4371,28,"M","College graduate","Communications and Journalism","Control"
4372,22,"M","College graduate","Computer Sciences","Consensus"
4373,35,"F","College graduate","Other","Most recent"
4374,58,"M","Vocational training","Other","Most confident"
4375,23,"M","High school graduate","Other","Control"
4376,50,"F","Post-graduate degree","Education","Consensus"
4377,31,"M","Some college","Communications and Journalism","Most recent"
4378,35,"F","Some college","Other","Most confident"
4379,35,"F","Some college","Other","Control"
4380,54,"F","Some college","Computer Sciences","Consensus"
4381,20,"M","Some college","Physical Sciences","Most recent"
4382,48,"F","Some postgraduate work","Other","Most confident"
4383,39,"F","College graduate","Other","Control"
4384,18,"M","Some college","Education","Consensus"
4385,34,"M","High school graduate","Other","Most recent"
4386,40,"M","Some college","Other","Most confident"
4387,24,"M","College graduate","Engineering","Control"
4388,52,"F","College graduate","Communications and Journalism","Consensus"
4389,44,"F","Some postgraduate work","Education","Most recent"
4390,34,"M","Some postgraduate work","Engineering","Most confident"
4391,42,"M","College graduate","Other","Control"
4392,40,"F","Some postgraduate work","Business","Consensus"
4393,34,"M","Post-graduate degree","Other","Most recent"
4394,29,"F","College graduate","Communications and Journalism","Most confident"
4395,42,"F","Post-graduate degree","Legal","Control"
4396,43,"F","Some college","Other","Consensus"
4397,34,"F","Some college","Other","Most recent"
4398,32,"F","College graduate","Medical and Health Professions","Most confident"
4399,56,"F","Vocational training","Education","Control"
4400,32,"M","College graduate","Physical Sciences","Consensus"
4401,56,"F","Some college","Other","Most recent"
4402,55,"M","College graduate","Other","Most confident"
4403,58,"F","College graduate","Business","Control"
4404,46,"F","Vocational training","Legal","Consensus"
4405,36,"F","Some college","Other","Most recent"
4406,34,"F","College graduate","Education","Most confident"
4408,56,"M","College graduate","Communications and Journalism","Consensus"
4409,35,"F","Some college","Other","Most recent"
4410,32,"M","College graduate","Other","Most confident"
4411,36,"M","Some postgraduate work","Legal","Control"
4412,25,"F","College graduate","Other","Consensus"
4413,26,"M","College graduate","Liberal Arts and Humanities","Most recent"
4414,42,"M","Some college","Other","Most confident"
4415,35,"F","High school graduate","Other","Control"
4416,31,"M","Some college","Mechanic and Repair Technologies","Consensus"
4417,27,"M","Vocational training","Computer Sciences","Most recent"
4418,29,"M","Vocational training","Computer Sciences","Most confident"
4419,53,"M","College graduate","Legal","Control"
4420,39,"F","College graduate","Computer Sciences","Consensus"
4421,31,"F","College graduate","Other","Most recent"
4422,66,"M","Some college","Mechanic and Repair Technologies","Most confident"
4425,29,"F","Vocational training","Medical and Health Professions","Most recent"
4426,23,"F","College graduate","Medical and Health Professions","Most confident"
4427,28,"M","Vocational training","Other","Control"
4429,36,"M","High school graduate","Architecture","Most recent"
4430,35,"F","High school graduate","Other","Most confident"
4431,30,"F","College graduate","Education","Control"
4432,31,"M","College graduate","Culinary Arts and Personal Services","Consensus"
4433,38,"F","Some college","Other","Most recent"
4434,41,"F","Post-graduate degree","Culinary Arts and Personal Services","Most confident"
4435,29,"M","Some college","Education","Control"
4436,34,"F","College graduate","Visual and Performing Arts","Consensus"
4437,35,"M","Vocational training","Computer Sciences","Most recent"
4438,38,"M","Some college","Other","Most confident"
4439,26,"M","Some college","Computer Sciences","Control"
4440,35,"M","High school graduate","Other","Consensus"
4443,28,"M","College graduate","Computer Sciences","Control"
4444,42,"F","Some college","Other","Consensus"
4445,60,"F","Some college","Other","Most recent"
4447,67,"M","Some college","Liberal Arts and Humanities","Control"
4448,33,"M","Some college","Other","Consensus"
4449,31,"F","Some college","Other","Most recent"
4451,33,"F","High school graduate","Other","Control"
4452,59,"F","College graduate","Medical and Health Professions","Consensus"
4453,41,"F","High school graduate","Other","Most recent"
4454,21,"F","Some college","Other","Most confident"
4455,36,"M","Some college","Computer Sciences","Control"
4456,57,"F","Some college","Other","Consensus"
4457,25,"M","College graduate","Computer Sciences","Most recent"
4458,24,"F","High school graduate","Other","Most confident"
4459,34,"M","College graduate","Computer Sciences","Control"
4460,24,"M","Some college","Computer Sciences","Consensus"
4461,34,"M","College graduate","Architecture","Most recent"
4462,25,"M","College graduate","Visual and Performing Arts","Most confident"
4463,59,"F","College graduate","Other","Control"
4464,26,"F","College graduate","Other","Consensus"
4465,27,"F","Some college","Other","Most recent"
4467,58,"F","Some college","Agriculture","Control"
4468,31,"M","Post-graduate degree","Medical and Health Professions","Consensus"
4469,28,"F","High school graduate","Other","Most recent"
4470,26,"M","Some college","Business","Most confident"
4471,31,"F","College graduate","Other","Control"
4472,29,"M","College graduate","Computer Sciences","Consensus"
4473,36,"M","College graduate","Computer Sciences","Most recent"
4474,22,"F","Some college","Education","Most confident"
4477,38,"F","College graduate","Business","Most recent"
4478,24,"M","College graduate","Business","Most confident"
4479,38,"F","Post-graduate degree","Other","Control"
4480,30,"F","College graduate","Education","Consensus"
4482,27,"F","College graduate","Other","Most confident"
4483,24,"M","College graduate","Other","Control"
4484,32,"M","Some college","Computer Sciences","Consensus"
4485,54,"F","Some college","Other","Most recent"
4486,41,"M","Some college","Engineering","Most confident"
4487,33,"F","Some college","Other","Control"
4489,26,"M","Some college","Computer Sciences","Most recent"
4490,27,"F","College graduate","Other","Most confident"
4491,28,"F","Some high school","Other","Control"
4492,24,"F","Some high school","Other","Consensus"
4494,37,"F","Some college","Business","Most confident"
4495,28,"M","College graduate","Liberal Arts and Humanities","Control"
4496,40,"F","Some college","Other","Consensus"
4497,19,"M","Some college","Medical and Health Professions","Most recent"
4498,25,"F","Some postgraduate work","Education","Most confident"
4501,37,"F","College graduate","Business","Most recent"
4502,31,"F","Some college","Medical and Health Professions","Most confident"
4503,26,"F","Vocational training","Visual and Performing Arts","Control"
4504,65,"F","Some postgraduate work","Education","Consensus"
4505,20,"M","Some college","Computer Sciences","Most recent"
4507,41,"M","College graduate","Computer Sciences","Control"
4508,21,"F","Some college","Education","Consensus"
4509,25,"F","Some college","Medical and Health Professions","Most recent"
4511,28,"M","College graduate","Other","Control"
4513,27,"F","College graduate","Psychology","Most recent"
4514,54,"F","College graduate","Education","Most confident"
4515,20,"F","College graduate","Education","Control"
4516,47,"M","Some college","Business","Consensus"
4517,22,"M","Some college","Culinary Arts and Personal Services","Most recent"
4518,36,"F","Some college","Business","Most confident"
4519,57,"F","Vocational training","Other","Control"
4520,24,"M","Some college","Other","Consensus"
4521,24,"F","College graduate","Business","Most recent"
4522,49,"F","College graduate","Liberal Arts and Humanities","Most confident"
4523,38,"F","College graduate","Other","Control"
4524,26,"M","High school graduate","Computer Sciences","Consensus"
4525,32,"M","Some high school","Other","Most recent"
4526,18,"M","High school graduate","Other","Most confident"
4527,31,"F","College graduate","Liberal Arts and Humanities","Control"
4528,26,"M","College graduate","Business","Consensus"
4530,30,"F","College graduate","Medical and Health Professions","Most confident"
4531,35,"M","College graduate","Computer Sciences","Control"
4532,20,"F","Some college","Biological and Biomedical Sciences","Consensus"
4533,30,"F","Vocational training","Medical and Health Professions","Most recent"
4534,27,"M","Some postgraduate work","Physical Sciences","Most confident"
4535,36,"F","Post-graduate degree","Medical and Health Professions","Control"
4536,44,"F","High school graduate","Other","Consensus"
4537,43,"F","Some college","Business","Most recent"
4538,48,"F","College graduate","Liberal Arts and Humanities","Most confident"
4539,37,"M","Post-graduate degree","Liberal Arts and Humanities","Control"
4540,47,"F","High school graduate","Other","Consensus"
4541,33,"M","College graduate","Computer Sciences","Most recent"
4542,19,"M","Some college","Liberal Arts and Humanities","Most confident"
4543,25,"F","College graduate","Business","Control"
4544,53,"F","Some college","Other","Consensus"
4545,25,"F","Some college","Other","Most recent"
4546,37,"F","Some college","Business","Most confident"
4547,32,"M","College graduate","Business","Control"
4548,41,"M","College graduate","Computer Sciences","Consensus"
4549,48,"M","High school graduate","Business","Most recent"
4550,34,"F","Some postgraduate work","Education","Most confident"
4551,24,"M","Some college","Other","Control"
4552,35,"F","Some college","Other","Consensus"
4553,33,"M","College graduate","Business","Most recent"
4554,22,"M","Some college","Other","Most confident"
4555,32,"M","Vocational training","Mechanic and Repair Technologies","Control"
4556,35,"M","College graduate","Visual and Performing Arts","Consensus"
4558,26,"M","Vocational training","Other","Most confident"
4559,44,"M","College graduate","Computer Sciences","Control"
4560,32,"F","College graduate","Business","Consensus"
4561,21,"F","Some college","Medical and Health Professions","Most recent"
4563,23,"M","Some postgraduate work","Computer Sciences","Control"
4564,27,"M","Some college","Liberal Arts and Humanities","Consensus"
4565,24,"M","Some college","Computer Sciences","Most recent"
4566,19,"M","High school graduate","Other","Most confident"
4568,30,"M","High school graduate","Computer Sciences","Consensus"
4569,26,"M","College graduate","Computer Sciences","Most recent"
4570,44,"M","College graduate","Computer Sciences","Most confident"
4571,27,"F","College graduate","Liberal Arts and Humanities","Control"
4572,22,"M","High school graduate","Visual and Performing Arts","Consensus"
4573,45,"M","Some college","Computer Sciences","Most recent"
4574,32,"M","High school graduate","Other","Most confident"
4575,27,"F","Some college","Business","Control"
4576,26,"F","Some postgraduate work","Education","Consensus"
4577,46,"F","Post-graduate degree","Education","Most recent"
4578,43,"F","Some college","Computer Sciences","Most confident"
4579,55,"F","College graduate","Business","Control"
4586,43,"F","Vocational training","Business","Most confident"
4587,64,"M","College graduate","Liberal Arts and Humanities","Control"
4588,56,"F","Some college","Legal","Consensus"
4589,32,"F","College graduate","Medical and Health Professions","Most recent"
4590,55,"F","Some college","Other","Most confident"
4591,25,"F","Some college","Business","Control"
4592,46,"F","High school graduate","Other","Consensus"
4593,40,"F","Post-graduate degree","Education","Most recent"
4594,46,"M","High school graduate","Medical and Health Professions","Most confident"
4596,32,"F","Some college","Other","Consensus"
4597,42,"F","College graduate","Business","Most recent"
4599,26,"M","College graduate","Education","Control"
4601,26,"F","Some college","Other","Most recent"
4602,21,"M","Some college","Other","Most confident"
4603,41,"F","College graduate","Medical and Health Professions","Control"
4604,39,"M","College graduate","Engineering","Consensus"
4605,34,"M","Post-graduate degree","Business","Most recent"
4606,30,"M","High school graduate","Other","Most confident"
4607,23,"M","College graduate","Engineering","Control"
4608,33,"F","Some college","Other","Consensus"
4609,33,"F","Some college","Computer Sciences","Most recent"
4610,56,"F","College graduate","Education","Most confident"
4611,33,"M","Some high school","Engineering","Control"
4613,52,"F","College graduate","Other","Most recent"
4614,52,"F","Vocational training","Business","Most confident"
4615,47,"F","Some college","Mechanic and Repair Technologies","Control"
4617,22,"F","Vocational training","Computer Sciences","Most recent"
4618,32,"M","College graduate","Medical and Health Professions","Most confident"
4619,28,"M","High school graduate","Other","Control"
4620,22,"M","Some college","Mechanic and Repair Technologies","Consensus"
4621,49,"M","Some college","Other","Most recent"
4622,37,"F","Some college","Other","Most confident"
4623,40,"F","Post-graduate degree","Education","Control"
4624,29,"F","College graduate","Medical and Health Professions","Consensus"
4625,37,"F","College graduate","Liberal Arts and Humanities","Most recent"
4626,50,"M","Some college","Transportation and Distribution","Most confident"
4628,31,"M","Some college","Visual and Performing Arts","Consensus"
4629,40,"M","College graduate","Other","Most recent"
4630,59,"F","Some college","Other","Most confident"
4632,29,"M","College graduate","Mechanic and Repair Technologies","Consensus"
4633,23,"F","College graduate","Other","Most recent"
4634,24,"F","Some college","Other","Most confident"
4635,28,"M","College graduate","Business","Control"
4636,39,"F","Vocational training","Liberal Arts and Humanities","Consensus"
4637,30,"F","College graduate","Liberal Arts and Humanities","Most recent"
4639,45,"F","Some college","Business","Control"
4641,31,"F","College graduate","Liberal Arts and Humanities","Most recent"
4643,56,"M","Some postgraduate work","Other","Control"
4644,35,"M","Some college","Other","Consensus"
4646,28,"M","College graduate","Computer Sciences","Most confident"
4647,53,"F","Some college","Liberal Arts and Humanities","Control"
4648,55,"F","College graduate","Medical and Health Professions","Consensus"
4649,30,"F","College graduate","Business","Most recent"
4650,25,"M","College graduate","Medical and Health Professions","Most confident"
4651,44,"F","High school graduate","Architecture","Control"
4652,33,"F","Some college","Transportation and Distribution","Consensus"
4653,47,"M","Some college","Computer Sciences","Most recent"
4654,46,"M","Some college","Culinary Arts and Personal Services","Most confident"
4655,33,"M","Some postgraduate work","Business","Control"
4656,56,"F","High school graduate","Other","Consensus"
4657,56,"F","Some college","Computer Sciences","Most recent"
4658,43,"F","High school graduate","Other","Most confident"
4659,54,"F","College graduate","Computer Sciences","Control"
4660,25,"M","High school graduate","Computer Sciences","Consensus"
4661,45,"F","Some college","Medical and Health Professions","Most recent"
4662,24,"M","Some college","Business","Most confident"
4663,29,"M","Some college","Other","Control"
4664,58,"F","Post-graduate degree","Education","Consensus"
4665,33,"M","College graduate","Computer Sciences","Most recent"
4666,37,"M","Vocational training","Other","Most confident"
4667,56,"F","Some college","Other","Control"
4668,35,"M","College graduate","Transportation and Distribution","Consensus"
4669,40,"F","Some college","Other","Most recent"
4670,40,"F","Post-graduate degree","Education","Most confident"
4671,20,"M","Some college","Psychology","Control"
4672,44,"F","College graduate","Business","Consensus"
4673,28,"M","Post-graduate degree","Engineering","Most recent"
4674,0,"","","","Most confident"
4675,25,"F","Some college","Computer Sciences","Control"
